X,Y,Z,Weight,State
0.033244,0.011364,50.000000,0.008264,DETECTED
-0.658619,-0.761411,48.288498,0.000000,TERMINATED
-0.288146,0.106807,49.660149,0.000000,TERMINATED
-0.012268,-0.221749,50.000000,0.000751,DETECTED
0.231699,0.498827,48.968731,0.000000,TERMINATED
0.324490,-0.412920,48.928722,0.000000,TERMINATED
0.305083,-0.868486,50.000000,0.000068,DETECTED
-0.374218,-0.401047,49.647743,0.000000,TERMINATED
-0.257788,-0.220623,48.529724,0.000000,TERMINATED
-0.058484,-0.246573,50.000000,0.000068,DETECTED
0.200222,0.268190,49.651279,0.000000,TERMINATED
0.553063,-1.062991,49.822872,0.000000,TERMINATED
-0.012461,-0.046259,50.000000,0.008264,DETECTED
-0.301877,-0.317978,49.424534,0.000000,TERMINATED
0.503843,-0.046258,49.852013,0.000000,TERMINATED
0.037701,-0.035537,50.000000,0.008264,DETECTED
-0.180765,-0.024853,50.000000,0.000068,DETECTED
-0.045828,-0.144334,49.181515,0.000000,TERMINATED
-0.276980,-0.028258,48.409729,0.000000,TERMINATED
0.104407,0.184332,48.386295,0.000000,TERMINATED
0.687964,0.520582,50.000000,0.008264,DETECTED
-0.557859,0.497145,48.977688,0.000000,TERMINATED
0.043421,-0.482952,49.560734,0.000000,TERMINATED
-0.124702,0.265353,49.674732,0.000000,TERMINATED
0.086565,-0.395764,50.000000,0.000751,DETECTED
0.330137,1.640869,49.545116,0.000000,TERMINATED
0.387490,-0.229282,50.000000,0.008264,DETECTED
0.009147,-0.259413,49.269901,0.000000,TERMINATED
-0.056501,0.165032,50.000000,0.000751,DETECTED
0.186497,0.804775,49.245224,0.000000,TERMINATED
-1.660926,0.680941,48.942642,0.000000,TERMINATED
-0.079015,0.347796,49.515640,0.000000,TERMINATED
0.063734,-0.090562,50.000000,0.008264,DETECTED
-0.436205,-0.303929,48.291313,0.000000,TERMINATED
0.237102,0.568738,48.319885,0.000000,TERMINATED
0.476506,-0.707162,50.000000,0.000068,DETECTED
0.979977,0.420164,49.638741,0.000000,TERMINATED
-0.253217,-0.368283,49.743565,0.000000,TERMINATED
0.345190,-0.034440,50.000000,0.008264,DETECTED
-0.228872,0.982027,48.603409,0.000000,TERMINATED
-0.073979,1.356265,49.847019,0.000000,TERMINATED
-0.189413,-0.514293,49.586063,0.000000,TERMINATED
0.930550,-0.762582,49.370617,0.000000,TERMINATED
-0.092063,0.063359,50.000000,0.008264,DETECTED
0.824442,0.632022,49.934948,0.000000,TERMINATED
0.548758,0.469766,50.000000,0.008264,DETECTED
0.196163,0.459094,50.000000,0.008264,DETECTED
