X,Y,Z,Weight,State
-2.174049,-0.052702,50.000000,0.572800,DETECTED
6.541239,3.054622,50.000000,0.077519,DETECTED
-3.311822,2.004069,50.000000,0.887449,DETECTED
1.953086,1.475096,50.000000,0.749342,DETECTED
1.210722,-1.362648,50.000000,0.887449,DETECTED
4.481162,3.191938,50.000000,0.392456,DETECTED
0.527165,-0.575820,50.000000,0.923483,DETECTED
-16.269878,-5.405331,50.168537,0.008858,ESCAPED
1.112699,0.873504,50.000000,0.488496,DETECTED
-0.147977,-0.435481,50.000000,0.914340,DETECTED
-0.006271,-0.026841,50.000000,0.878663,DETECTED
-0.545202,-0.664982,50.000000,0.819544,DETECTED
1.412503,-0.128274,50.000000,0.951466,DETECTED
8.518203,-8.592089,50.097717,0.003308,ESCAPED
-0.512369,-0.956262,50.000000,0.951466,DETECTED
-0.108822,-0.023663,50.000000,0.980296,DETECTED
1.133880,0.164622,50.000000,0.923483,DETECTED
-0.653847,0.142911,50.000000,0.932718,DETECTED
-0.431980,0.931121,50.000000,0.960980,DETECTED
1.482369,-2.222370,50.000000,0.795442,DETECTED
1.328526,-1.686561,50.000000,0.819544,DETECTED
-0.282878,0.142610,50.000000,0.923483,DETECTED
0.528090,-0.158041,50.000000,0.951466,DETECTED
-10.298887,2.072854,50.003300,0.003690,ESCAPED
-0.099319,0.022629,50.000000,0.561514,DETECTED
-1.047998,-0.557233,50.000000,0.803396,DETECTED
-0.324472,0.097726,50.000000,0.942045,DETECTED
1.266219,0.939780,50.000000,0.905287,DETECTED
-0.822710,0.797321,50.000000,0.923483,DETECTED
1.155952,-4.258545,50.000000,0.007046,DETECTED
0.633911,-0.555016,50.000000,0.811430,DETECTED
-0.197604,0.259725,50.000000,0.811430,DETECTED
-0.662136,0.108518,50.000000,0.980296,DETECTED
-1.711537,-2.354676,50.000000,0.819544,DETECTED
2.197192,2.728370,50.000000,0.260984,DETECTED
-1.006968,0.235190,50.000000,0.923483,DETECTED
0.117470,-0.396802,50.000000,0.852821,DETECTED
0.453357,-1.028930,50.000000,0.932718,DETECTED
-3.213012,-1.037789,50.000000,0.518549,DETECTED
0.620724,0.326016,50.000000,0.960980,DETECTED
0.421943,0.080682,50.000000,0.779769,DETECTED
-0.073100,-0.152599,50.000000,0.980296,DETECTED
1.545610,-1.485553,50.000000,0.887449,DETECTED
1.447609,-1.908175,50.000000,0.590157,DETECTED
0.200406,0.336334,50.000000,0.980296,DETECTED
-0.018473,-0.050262,50.000000,0.980296,DETECTED
-0.702070,-1.059043,50.000000,0.836017,DETECTED
-1.533150,-3.343225,50.000000,0.508331,DETECTED
1.549544,-0.345181,50.000000,0.932718,DETECTED
0.248709,0.896188,50.000000,0.970590,DETECTED
1.258498,-0.140138,50.000000,0.942045,DETECTED
-1.636438,0.753205,50.000000,0.869963,DETECTED
9.981164,0.075585,50.000000,0.049539,DETECTED
-0.019280,-0.888693,50.000000,0.923483,DETECTED
0.612310,-0.216130,50.000000,0.960980,DETECTED
-1.985649,1.057415,50.000000,0.951466,DETECTED
-0.720586,-1.659145,50.000000,0.878663,DETECTED
-0.031030,-0.346188,50.000000,0.970590,DETECTED
0.429962,0.542668,50.000000,0.942045,DETECTED
0.817719,-2.610953,50.000000,0.602019,DETECTED
-0.039851,0.021326,50.000000,0.960980,DETECTED
0.220169,0.145991,50.000000,0.980296,DETECTED
12.249894,16.164270,34.400963,0.000000,TERMINATED
-0.799956,0.219309,50.000000,0.951466,DETECTED
0.509737,-0.701979,50.000000,0.970590,DETECTED
-5.314977,-5.057833,50.000000,0.149492,DETECTED
-0.109968,-0.483246,50.000000,0.960980,DETECTED
1.386243,-2.649170,50.000000,0.645446,DETECTED
-0.034679,-0.094559,50.000000,0.980296,DETECTED
-0.295877,0.030683,50.000000,0.951466,DETECTED
0.085693,0.030059,50.000000,0.980296,DETECTED
-1.660617,1.252744,50.000000,0.942045,DETECTED
