X,Y,Z,Weight,State
-0.981975,0.232537,50.000000,0.424098,DETECTED
-0.366088,0.046126,50.000000,0.620921,DETECTED
0.606520,0.054284,50.000000,0.350494,DETECTED
-0.686112,-0.750904,50.000000,0.466507,DETECTED
0.184681,-0.167359,50.000000,0.751315,DETECTED
-2.231600,-2.420062,44.705841,0.000000,TERMINATED
-2.815427,0.025748,50.000000,0.385543,DETECTED
-1.334598,-3.337132,48.587048,0.000000,TERMINATED
-2.060444,-0.634113,50.000000,0.069343,DETECTED
0.178077,-0.290560,50.000000,0.683013,DETECTED
2.360359,0.441839,50.000000,0.350494,DETECTED
2.699442,0.069389,50.000000,0.002468,DETECTED
-4.533589,2.397723,50.000000,0.032349,DETECTED
-1.857045,0.061627,50.000000,0.385543,DETECTED
0.182490,0.069424,50.000000,0.683013,DETECTED
-0.365854,-1.216755,50.000000,0.350494,DETECTED
-0.048600,-1.964392,50.000000,0.010307,DETECTED
-0.423601,1.396090,50.000000,0.513158,DETECTED
0.198967,-0.083492,50.000000,0.564474,DETECTED
1.567837,-1.033011,50.000000,0.035584,DETECTED
-0.204226,-0.757231,50.000000,0.751315,DETECTED
-0.108656,-1.490742,50.000000,0.179859,DETECTED
-5.496299,3.181035,43.607765,0.000000,TERMINATED
0.071651,-0.011856,50.000000,0.826446,DETECTED
1.019424,-2.075420,50.000000,0.289664,DETECTED
0.564077,-1.723509,50.000000,0.111678,DETECTED
-0.039999,0.061153,50.000000,0.826446,DETECTED
-0.238234,-0.092042,50.000000,0.826446,DETECTED
-2.434121,-0.509184,46.624592,0.000000,TERMINATED
-0.306871,1.020806,50.000000,0.083905,DETECTED
-2.319764,-0.572297,50.000000,0.000650,DETECTED
2.322449,0.445911,50.000000,0.197845,DETECTED
1.040506,-1.111638,50.000000,0.424098,DETECTED
-1.144997,-0.367448,50.000000,0.217629,DETECTED
0.042393,-0.401198,50.000000,0.424098,DETECTED
-0.101895,-0.053940,50.000000,0.826446,DETECTED
-0.162444,-0.554730,50.000000,0.826446,DETECTED
-0.208117,0.073872,50.000000,0.683013,DETECTED
-0.192673,-0.244412,50.000000,0.751315,DETECTED
-4.769396,-4.002768,43.507851,0.000000,TERMINATED
-0.204109,0.112170,50.000000,0.751315,DETECTED
-7.178926,0.336227,43.515484,0.000000,TERMINATED
-2.756378,-3.558836,48.707203,0.000000,TERMINATED
-0.157322,0.497922,50.000000,0.751315,DETECTED
5.291044,0.630053,48.957897,0.000000,TERMINATED
-1.615197,0.634362,50.000000,0.350494,DETECTED
3.400234,-3.102931,50.000000,0.003284,DETECTED
0.318299,-0.828975,50.000000,0.564474,DETECTED
-2.668417,4.524514,50.000000,0.289664,DETECTED
1.109403,0.455365,50.000000,0.683013,DETECTED
1.598520,1.489332,50.000000,0.024304,DETECTED
0.561669,0.884695,50.000000,0.564474,DETECTED
0.662896,-0.371649,50.000000,0.466507,DETECTED
