0.400735,0.643245,50.000000,0.692005,DETECTED,32802
0.915107,0.669577,50.000000,0.787566,DETECTED,32826
-4.287736,-24.845024,22.777462,0.000000,TERMINATED,33752
-2.131844,0.981072,50.000000,0.392456,DETECTED,33846
13.233522,2.224436,50.050430,0.000580,ESCAPED,34595
1.023501,1.296345,50.000000,0.698925,DETECTED,34631
-2.092179,2.074733,50.000000,0.811430,DETECTED,34652
0.548358,-1.270771,50.000000,0.960980,DETECTED,34656
-0.537357,-0.261341,50.000000,0.923483,DETECTED,34664
-0.379810,-0.387803,50.000000,0.970590,DETECTED,34667
0.466784,-0.469302,50.000000,0.932718,DETECTED,34674
-2.352070,-2.818962,50.000000,0.692005,DETECTED,34711
-0.164030,-0.461059,50.000000,0.923483,DETECTED,34719
1.555471,0.015905,50.000000,0.914340,DETECTED,34728
-0.823978,-0.419821,50.000000,0.970590,DETECTED,34731
-3.826850,-0.280907,50.000000,0.795442,DETECTED,34754
-0.787656,3.905560,50.000000,0.602019,DETECTED,34805
0.113738,0.886643,50.000000,0.819544,DETECTED,34825
-2.681680,0.659680,50.000000,0.250801,DETECTED,34964
5.749168,0.918467,50.000000,0.018683,DETECTED,35364
-0.648801,-0.780010,50.000000,0.932718,DETECTED,35371
0.445630,0.473806,50.000000,0.513414,DETECTED,35438
0.097332,-0.146511,50.000000,0.960980,DETECTED,35442
-0.940472,0.744449,50.000000,0.951466,DETECTED,35447
-0.530105,0.909853,50.000000,0.942045,DETECTED,35453
0.135597,0.333200,50.000000,0.942045,DETECTED,35459
10.256828,6.154759,50.318699,0.130052,ESCAPED,35664
6.601939,3.012699,50.000000,0.277040,DETECTED,35793
-0.059173,-0.307009,50.000000,0.970590,DETECTED,35796
-4.205651,16.198563,43.141476,0.000000,TERMINATED,36722
-0.165216,-0.063225,50.000000,0.980296,DETECTED,36724
0.969061,3.233494,50.000000,0.408391,DETECTED,36814
0.365909,-0.564125,50.000000,0.951466,DETECTED,36819
8.370629,-2.733410,50.000000,0.089997,DETECTED,37061
0.093055,-0.145268,50.000000,0.970590,DETECTED,37064
0.045246,-0.275219,50.000000,0.951466,DETECTED,37069
-0.047764,-0.160144,50.000000,0.980296,DETECTED,37071
-0.141403,0.120873,50.000000,0.960980,DETECTED,37075
-0.653863,-0.421313,50.000000,0.923483,DETECTED,37083
6.412167,-3.438806,50.000000,0.154022,DETECTED,37271
-0.881029,-0.003968,50.000000,0.861350,DETECTED,37286
0.159059,0.491432,50.000000,0.980296,DETECTED,37288
0.295260,0.286150,50.000000,0.960980,DETECTED,37292
-0.762877,0.015988,50.000000,0.887449,DETECTED,37304
-2.122670,0.519083,50.000000,0.861350,DETECTED,37319
-0.751135,2.842583,50.000000,0.567129,DETECTED,37376
0.612936,-0.225544,50.000000,0.932718,DETECTED,37383
-1.063554,-0.012994,50.000000,0.366051,DETECTED,37484
1.266257,-1.214280,50.000000,0.488496,DETECTED,37556
-0.688767,0.893555,50.000000,0.887449,DETECTED,37568
-1.392617,-0.635141,50.000000,0.861350,DETECTED,37583
0.286214,0.039044,50.000000,0.980296,DETECTED,37585
-2.533931,0.676215,50.000000,0.498315,DETECTED,37655
1.808763,1.316782,50.000000,0.887449,DETECTED,37667
-5.054007,-6.596271,50.000000,0.377142,DETECTED,37765
-0.154699,0.135944,50.000000,0.960980,DETECTED,37769
2.808191,2.238786,50.000000,0.528971,DETECTED,37833
1.248252,-0.421971,50.000000,0.852821,DETECTED,37849
0.758423,-0.354417,50.000000,0.861350,DETECTED,37864
1.182196,9.772199,50.000000,0.058088,DETECTED,38150
-2.105096,1.267457,50.000000,0.836017,DETECTED,38168
-0.059867,-0.086943,50.000000,0.932718,DETECTED,38175
0.591276,0.716119,50.000000,0.951466,DETECTED,38180
0.002108,0.102353,50.000000,0.980296,DETECTED,38182
0.207482,0.313869,50.000000,0.980296,DETECTED,38184
0.340795,0.501769,50.000000,0.942045,DETECTED,38190
-0.080680,0.017802,50.000000,0.980296,DETECTED,38192
-0.163606,0.097289,50.000000,0.970590,DETECTED,38195
